296.55172	536.58537
410.34483	560.97561
493.10345	580.4878
596.55172	595.12195
689.65517	604.87805
824.13793	619.5122
906.89655	634.14634
989.65517	673.17073
1093.10345	717.07317
1196.55172	780.4878
1403.44828	941.46341
1600	1156.09756
1786.2069	1424.39024
1941.37931	1453.65854
2003.44828	975.60976
2613.7931	980.4878
3203.44828	975.60976
3503.44828	985.36585
